,ID,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
45327,50914,SSI,Airlines,Online,Ticket Protector,0,144,SINGAPORE,13.12,3.68,,48
38287,53640,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,59,AUSTRALIA,95.0,0.0,,52
26839,24056,EPX,Travel Agency,Online,Cancellation Plan,0,14,SINGAPORE,45.0,0.0,,36
12271,44054,C2B,Airlines,Online,Silver Plan,0,16,SINGAPORE,62.0,15.5,M,36
43437,51555,EPX,Travel Agency,Online,Cancellation Plan,0,78,SINGAPORE,80.0,0.0,,36
14412,11563,EPX,Travel Agency,Online,Cancellation Plan,0,12,THAILAND,19.0,0.0,,36
21191,60716,EPX,Travel Agency,Online,Cancellation Plan,0,3,PHILIPPINES,19.0,0.0,,31
46425,52981,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,105,INDONESIA,59.4,35.64,,31
18633,11967,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,163,VIET NAM,20.0,0.0,,36
3297,5978,CCR,Travel Agency,Offline,Comprehensive Plan,0,6,THAILAND,29.0,9.57,F,118
6000,61129,EPX,Travel Agency,Online,Cancellation Plan,0,18,INDONESIA,18.0,0.0,,35
49522,12625,EPX,Travel Agency,Online,Cancellation Plan,0,3,INDONESIA,18.0,0.0,,30
19568,52526,EPX,Travel Agency,Online,Cancellation Plan,0,2,BRAZIL,72.0,0.0,,36
5305,39269,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,38.35,9.59,F,24
50618,61345,EPX,Travel Agency,Online,Cancellation Plan,0,3,INDIA,20.0,0.0,,35
26930,45156,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,71,SINGAPORE,0.0,11.88,,44
19115,56157,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,AUSTRALIA,79.2,47.52,,58
47139,41346,EPX,Travel Agency,Online,Cancellation Plan,0,54,JAPAN,30.0,0.0,,36
41193,63187,JZI,Airlines,Online,Basic Plan,0,173,INDONESIA,33.0,11.55,F,44
45493,12077,JZI,Airlines,Online,Value Plan,0,7,THAILAND,26.0,9.1,F,44
11081,50995,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,MALAYSIA,20.0,0.0,,36
43581,5725,EPX,Travel Agency,Online,Cancellation Plan,0,7,PHILIPPINES,12.0,0.0,,38
30514,43535,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,27,MALAYSIA,69.3,41.58,,29
20845,16914,EPX,Travel Agency,Online,Cancellation Plan,0,24,UNITED STATES,52.0,0.0,,22
43374,11303,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,4,SINGAPORE,35.0,0.0,,57
13303,1399,C2B,Airlines,Online,Annual Silver Plan,0,367,SINGAPORE,291.75,72.94,M,29
30548,36189,EPX,Travel Agency,Online,Cancellation Plan,0,8,"KOREA, REPUBLIC OF",66.0,0.0,,36
30734,9333,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,156,JAPAN,26.0,0.0,,36
41616,36561,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,18.0,4.5,F,43
10110,51795,JWT,Airlines,Online,Value Plan,0,14,INDIA,150.0,60.0,M,118
35504,47737,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,4,INDONESIA,20.0,0.0,,42
28538,48516,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,20,POLAND,72.0,0.0,,36
31795,9375,EPX,Travel Agency,Online,Cancellation Plan,0,18,INDIA,10.0,0.0,,36
4475,37212,EPX,Travel Agency,Online,Cancellation Plan,0,9,HONG KONG,10.0,0.0,,36
12304,16848,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,THAILAND,20.0,0.0,,40
2087,36057,TTW,Travel Agency,Offline,Individual Comprehensive Plan,0,369,AUSTRALIA,97.0,0.0,F,47
14866,1994,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,65,THAILAND,41.0,0.0,,36
21968,56271,C2B,Airlines,Online,Bronze Plan,0,27,SINGAPORE,16.0,4.0,M,35
18180,36919,JZI,Airlines,Online,Basic Plan,0,26,INDONESIA,22.0,7.7,M,45
27999,29722,EPX,Travel Agency,Online,Cancellation Plan,0,7,PHILIPPINES,28.0,0.0,,36
22363,30531,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,6,UNITED KINGDOM,59.4,35.64,,43
6919,10794,EPX,Travel Agency,Online,2 way Comprehensive Plan,1,42,"KOREA, REPUBLIC OF",44.0,0.0,,36
12457,11774,EPX,Travel Agency,Online,Cancellation Plan,0,59,JAPAN,24.0,0.0,,36
21527,36777,C2B,Airlines,Online,Silver Plan,0,6,SINGAPORE,37.0,9.25,M,36
13860,24699,EPX,Travel Agency,Online,Cancellation Plan,0,36,THAILAND,11.0,0.0,,36
29816,10922,JZI,Airlines,Online,Basic Plan,0,98,PHILIPPINES,33.0,11.55,M,50
29694,58925,SSI,Airlines,Online,Ticket Protector,0,122,SINGAPORE,5.92,1.66,,48
35949,48920,EPX,Travel Agency,Online,Cancellation Plan,0,69,PHILIPPINES,21.0,0.0,,36
11035,46359,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,76,THAILAND,28.0,0.0,,36
6296,52427,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,26,INDONESIA,0.0,11.88,,42
45607,6357,EPX,Travel Agency,Online,Cancellation Plan,0,17,THAILAND,12.0,0.0,,36
23770,38607,JZI,Airlines,Online,Basic Plan,0,6,AUSTRALIA,0.0,9.1,M,31
38734,20677,EPX,Travel Agency,Online,Cancellation Plan,0,44,MALAYSIA,10.0,0.0,,52
24486,44883,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,5,SINGAPORE,21.0,0.0,,36
14827,37157,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,3,UNITED ARAB EMIRATES,9.9,5.94,,25
16274,1145,EPX,Travel Agency,Online,Cancellation Plan,0,50,"TAIWAN, PROVINCE OF CHINA",10.0,0.0,,36
37794,21619,EPX,Travel Agency,Online,Cancellation Plan,0,47,JAPAN,18.0,0.0,,36
43041,40529,JZI,Airlines,Online,Basic Plan,0,107,THAILAND,22.0,7.7,M,41
19102,62700,EPX,Travel Agency,Online,Cancellation Plan,0,4,VIET NAM,10.0,0.0,,35
18631,47695,EPX,Travel Agency,Online,Cancellation Plan,0,18,HONG KONG,16.0,0.0,,36
48172,57153,C2B,Airlines,Online,Bronze Plan,0,29,SINGAPORE,25.2,6.3,F,52
24013,57886,RAB,Airlines,Online,Value Plan,0,7,BRUNEI DARUSSALAM,15.0,6.0,M,49
24959,14094,EPX,Travel Agency,Online,Cancellation Plan,0,131,GERMANY,0.0,0.0,,36
45355,35447,C2B,Airlines,Online,Bronze Plan,0,53,SINGAPORE,94.0,23.5,F,31
21572,45250,EPX,Travel Agency,Online,Cancellation Plan,0,102,SINGAPORE,80.0,0.0,,36
46930,37837,EPX,Travel Agency,Online,Cancellation Plan,0,27,THAILAND,65.0,0.0,,36
20956,9866,KML,Travel Agency,Online,Value Plan,0,29,INDONESIA,28.0,10.64,F,48
41974,23424,EPX,Travel Agency,Online,Cancellation Plan,0,43,UNITED STATES,14.0,0.0,,23
13834,23433,EPX,Travel Agency,Online,Cancellation Plan,0,9,MALAYSIA,10.0,0.0,,36
1869,36712,JWT,Airlines,Online,Value Plan,0,0,INDIA,31.0,12.4,M,118
26629,40810,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,123,PHILIPPINES,28.0,0.0,,36
19421,36678,EPX,Travel Agency,Online,Cancellation Plan,0,53,CANADA,80.0,0.0,,49
40613,32456,EPX,Travel Agency,Online,Cancellation Plan,0,30,VIET NAM,14.0,0.0,,41
30095,18599,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,INDONESIA,20.0,0.0,,36
23992,47757,JZI,Airlines,Online,Basic Plan,0,17,CHINA,35.0,12.25,M,26
49470,48075,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,168,NEW ZEALAND,77.0,0.0,,36
38408,57878,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,17,SINGAPORE,20.0,0.0,,32
3717,47732,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,46,SINGAPORE,20.0,0.0,,69
50577,20299,JZI,Airlines,Online,Basic Plan,0,5,HONG KONG,26.0,9.1,F,40
28442,27412,EPX,Travel Agency,Online,Cancellation Plan,0,127,UNITED KINGDOM,46.0,0.0,,36
35957,17543,ART,Airlines,Online,Value Plan,0,33,CHINA,40.0,14.0,M,68
7995,13371,EPX,Travel Agency,Online,Cancellation Plan,0,14,"KOREA, REPUBLIC OF",18.0,0.0,,69
32735,1981,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,79,MALAYSIA,20.0,0.0,,22
39980,52566,SSI,Airlines,Online,Ticket Protector,0,9,SINGAPORE,1.35,0.38,,48
47617,62940,JZI,Airlines,Online,Basic Plan,0,86,PHILIPPINES,18.0,6.3,F,33
5785,59487,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,HONG KONG,35.0,0.0,,35
18614,19025,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,UNITED KINGDOM,69.3,41.58,,51
45400,39708,C2B,Airlines,Online,Silver Plan,0,30,SINGAPORE,55.5,13.88,M,35
42939,8518,ADM,Travel Agency,Online,Premier Plan,0,32,FRANCE,86.0,32.68,,22
22997,52808,C2B,Airlines,Online,Bronze Plan,0,31,SINGAPORE,33.5,8.38,M,30
40953,793,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,UNITED KINGDOM,19.8,11.88,,46
17229,58649,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,48,THAILAND,23.0,0.0,,35
1961,29308,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,THAILAND,30.0,0.0,,37
27032,6257,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,THAILAND,20.0,0.0,,36
11248,55120,LWC,Travel Agency,Online,Annual Travel Protect Gold,0,431,UNITED STATES,256.2,166.53,F,44
8409,57290,JWT,Airlines,Online,Value Plan,0,5,INDIA,39.0,15.6,F,118
46062,50216,C2B,Airlines,Online,Annual Silver Plan,0,366,SINGAPORE,193.2,48.3,M,46
28191,47466,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,3,MALAYSIA,20.0,0.0,,36
48697,25963,EPX,Travel Agency,Online,Cancellation Plan,0,15,SWITZERLAND,18.0,0.0,,36
29774,62413,C2B,Airlines,Online,Annual Gold Plan,0,395,SINGAPORE,333.0,83.25,F,35
3531,41596,JZI,Airlines,Online,Basic Plan,0,18,THAILAND,18.0,6.3,M,29
26375,40178,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,138,JAPAN,72.0,0.0,,33
35636,23474,EPX,Travel Agency,Online,Cancellation Plan,0,15,CHINA,27.0,0.0,,36
27180,33030,C2B,Airlines,Online,Bronze Plan,0,143,SINGAPORE,23.0,5.75,F,52
46555,24335,SSI,Airlines,Online,Ticket Protector,0,118,SINGAPORE,0.96,0.27,,48
35886,21203,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,68,ICELAND,59.4,35.64,,60
21981,57432,EPX,Travel Agency,Online,Cancellation Plan,0,1,INDONESIA,10.0,0.0,,36
49683,8982,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,79,THAILAND,28.0,0.0,,36
22187,9650,SSI,Airlines,Online,Ticket Protector,0,12,SINGAPORE,3.47,0.97,,48
22631,38219,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,18,JAPAN,27.0,0.0,,36
25625,32667,EPX,Travel Agency,Online,Cancellation Plan,0,51,UNITED STATES,80.0,0.0,,30
26655,13832,EPX,Travel Agency,Online,Cancellation Plan,0,25,JAPAN,10.0,0.0,,23
18845,39169,JZI,Airlines,Online,Basic Plan,0,6,CHINA,26.0,9.1,M,30
48646,59093,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,1,HONG KONG,0.0,0.0,,39
47556,2894,CCR,Travel Agency,Offline,Comprehensive Plan,0,65,THAILAND,29.0,9.57,F,70
22619,31439,EPX,Travel Agency,Online,Cancellation Plan,0,1,MALAYSIA,10.0,0.0,,36
20569,52792,JZI,Airlines,Online,Value Plan,0,38,"TAIWAN, PROVINCE OF CHINA",58.0,20.3,M,58
37515,54570,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,THAILAND,20.0,0.0,,35
32293,6613,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,GERMANY,66.0,0.0,,36
16336,46430,EPX,Travel Agency,Online,Cancellation Plan,0,7,THAILAND,23.0,0.0,,36
33625,3827,EPX,Travel Agency,Online,Cancellation Plan,0,11,UNITED STATES,80.0,0.0,,42
14350,12295,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,60,"KOREA, REPUBLIC OF",30.0,0.0,,36
19127,43723,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,34,UNITED STATES,95.0,0.0,,31
8908,42709,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,HONG KONG,43.0,0.0,,36
45158,56007,EPX,Travel Agency,Online,Cancellation Plan,0,71,CHINA,18.0,0.0,,36
47323,23189,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,231,CAMBODIA,53.0,0.0,,36
11184,49433,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,67,AUSTRALIA,59.4,35.64,,55
13747,53148,C2B,Airlines,Online,Silver Plan,0,61,SINGAPORE,88.5,22.13,F,29
13011,32803,EPX,Travel Agency,Online,Cancellation Plan,0,90,MEXICO,36.0,0.0,,48
31033,12042,EPX,Travel Agency,Online,Cancellation Plan,0,24,THAILAND,10.0,0.0,,32
6412,21353,EPX,Travel Agency,Online,Cancellation Plan,0,13,JAPAN,13.0,0.0,,28
6564,58123,EPX,Travel Agency,Online,Cancellation Plan,0,34,THAILAND,18.0,0.0,,57
35655,17307,C2B,Airlines,Online,Annual Silver Plan,0,372,SINGAPORE,213.95,53.49,M,31
2673,8156,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,THAILAND,29.0,0.0,,28
9975,47462,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,88,JAPAN,79.0,0.0,,19
39748,33350,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,11,CHINA,36.0,0.0,,36
41067,20517,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,12,CHINA,20.0,0.0,,36
5231,30671,C2B,Airlines,Online,Bronze Plan,0,61,SINGAPORE,137.0,34.25,M,36
44948,12701,C2B,Airlines,Online,Bronze Plan,0,8,SINGAPORE,25.5,6.38,F,38
42339,37090,JZI,Airlines,Online,Basic Plan,0,13,CHINA,35.0,12.25,M,64
29446,61449,C2B,Airlines,Online,Silver Plan,0,14,SINGAPORE,27.0,6.75,F,42
28225,16367,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,129,MALAYSIA,-9.9,5.94,,32
33149,46212,EPX,Travel Agency,Online,Cancellation Plan,0,39,UNITED STATES,80.0,0.0,,57
50118,1789,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,28,AUSTRALIA,39.6,23.76,,50
6836,25613,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,2,INDIA,24.0,0.0,,36
45026,1375,SSI,Airlines,Online,Ticket Protector,0,118,SINGAPORE,7.71,2.16,,48
48753,22766,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,MALAYSIA,20.0,0.0,,39
12154,25627,RAB,Airlines,Online,Value Plan,0,12,BRUNEI DARUSSALAM,15.0,6.0,M,19
41651,32363,C2B,Airlines,Online,Bronze Plan,0,4,SINGAPORE,13.5,3.38,F,28
30956,50902,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,0,7,UNITED STATES,48.5,31.53,F,40
12358,30190,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,64,THAILAND,20.0,0.0,,21
19546,46660,EPX,Travel Agency,Online,Cancellation Plan,0,31,HONG KONG,17.0,0.0,,36
36862,57671,EPX,Travel Agency,Online,Cancellation Plan,0,14,MALAYSIA,10.0,0.0,,57
47792,54607,EPX,Travel Agency,Online,Cancellation Plan,0,17,PHILIPPINES,30.0,0.0,,36
29533,15940,JZI,Airlines,Online,Basic Plan,0,22,HONG KONG,35.0,12.25,M,67
37006,56338,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,39,UNITED STATES,112.0,0.0,,49
29249,5536,EPX,Travel Agency,Online,Cancellation Plan,0,85,INDONESIA,13.0,0.0,,36
27316,54393,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,48,UNITED STATES,80.0,0.0,,68
7021,48334,EPX,Travel Agency,Online,Cancellation Plan,0,35,THAILAND,10.0,0.0,,22
39707,46424,EPX,Travel Agency,Online,Cancellation Plan,0,92,JAPAN,42.0,0.0,,36
43419,58473,EPX,Travel Agency,Online,Cancellation Plan,0,30,GERMANY,80.0,0.0,,35
14812,770,C2B,Airlines,Online,Bronze Plan,0,86,SINGAPORE,74.9,18.73,F,32
38219,60916,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,14,MALAYSIA,39.6,23.76,,42
32247,62014,C2B,Airlines,Online,Annual Gold Plan,0,367,SINGAPORE,399.6,99.9,M,58
44288,37153,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,2,GERMANY,9.9,5.94,,37
38194,26030,JZI,Airlines,Online,Basic Plan,0,13,HONG KONG,26.0,9.1,M,49
26866,39691,C2B,Airlines,Online,Bronze Plan,1,6,SINGAPORE,18.0,4.5,F,27
34111,27500,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,15,THAILAND,43.0,0.0,,24
29046,39513,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,30,SPAIN,29.7,17.82,,52
24792,40883,JZI,Airlines,Online,Basic Plan,0,1,MALAYSIA,18.0,6.3,M,35
8833,41949,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,10,VIET NAM,20.0,0.0,,36
8847,723,EPX,Travel Agency,Online,Cancellation Plan,0,4,INDONESIA,19.0,0.0,,53
43649,42570,JZI,Airlines,Online,Basic Plan,0,33,INDONESIA,22.0,7.7,M,65
8843,15091,SSI,Airlines,Online,Ticket Protector,0,70,SINGAPORE,7.92,2.22,,48
13569,31866,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,THAILAND,25.0,0.0,,36
22075,18776,JZI,Airlines,Online,Basic Plan,0,5,THAILAND,18.0,6.3,M,51
31838,4386,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,40,PHILIPPINES,20.0,0.0,,36
1770,22048,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,19,PHILIPPINES,20.0,0.0,,36
43468,4007,EPX,Travel Agency,Online,Cancellation Plan,0,3,SINGAPORE,10.0,0.0,,36
32415,34426,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,11,CHINA,62.0,0.0,,36
13881,18746,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,48,INDONESIA,21.0,0.0,,36
10589,61919,EPX,Travel Agency,Online,Cancellation Plan,0,30,PHILIPPINES,12.0,0.0,,35
25878,647,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,24,"TAIWAN, PROVINCE OF CHINA",39.0,0.0,,36
34240,55078,EPX,Travel Agency,Online,Cancellation Plan,0,12,THAILAND,10.0,0.0,,38
19658,45062,EPX,Travel Agency,Online,Cancellation Plan,0,153,CHINA,40.0,0.0,,36
1113,48077,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,168,NEW ZEALAND,77.0,0.0,,36
21801,20999,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,HONG KONG,20.0,0.0,,36
37995,23249,EPX,Travel Agency,Online,Cancellation Plan,0,74,GERMANY,80.0,0.0,,36
9212,18206,EPX,Travel Agency,Online,Cancellation Plan,0,21,INDONESIA,24.0,0.0,,37
17797,3682,EPX,Travel Agency,Online,Cancellation Plan,0,5,INDONESIA,11.0,0.0,,36
10719,7732,EPX,Travel Agency,Online,Cancellation Plan,0,11,PHILIPPINES,26.0,0.0,,36
43079,59611,EPX,Travel Agency,Online,Cancellation Plan,0,37,INDONESIA,10.0,0.0,,35
32177,1776,C2B,Airlines,Online,Bronze Plan,0,14,SINGAPORE,51.75,12.94,F,47
49786,49588,C2B,Airlines,Online,Silver Plan,0,26,SINGAPORE,47.5,11.88,M,29
5269,49996,EPX,Travel Agency,Online,Cancellation Plan,0,36,THAILAND,21.0,0.0,,24
46893,39430,JZI,Airlines,Online,Basic Plan,0,3,THAILAND,18.0,6.3,M,33
4706,51675,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,117,AUSTRALIA,79.2,47.52,,36
8282,61348,EPX,Travel Agency,Online,Cancellation Plan,0,44,JAPAN,35.0,0.0,,35
14465,12747,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,54,MYANMAR,22.0,0.0,,28
8088,52030,JZI,Airlines,Online,Basic Plan,0,37,"TAIWAN, PROVINCE OF CHINA",35.0,12.25,F,49
46922,50818,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,69,UNITED STATES,71.0,0.0,,34
48813,11132,EPX,Travel Agency,Online,Cancellation Plan,0,24,SINGAPORE,10.0,0.0,,36
15283,43845,CBH,Travel Agency,Offline,Comprehensive Plan,0,13,MALAYSIA,29.0,9.57,M,70
4601,16283,EPX,Travel Agency,Online,Cancellation Plan,0,8,INDONESIA,14.0,0.0,,50
19091,18628,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,46,"TAIWAN, PROVINCE OF CHINA",29.0,0.0,,36
36049,17066,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,18,UNITED KINGDOM,79.2,47.52,,41
27435,29187,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,88,SINGAPORE,31.0,0.0,,20
20130,28043,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,MYANMAR,23.0,0.0,,36
40503,38475,C2B,Airlines,Online,Bronze Plan,0,52,SINGAPORE,62.0,15.5,M,32
47275,54085,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,5,CHINA,35.0,0.0,,36
28849,37577,CSR,Travel Agency,Offline,Comprehensive Plan,0,54,THAILAND,29.0,9.57,M,59
1283,790,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,29,UNITED STATES,29.7,17.82,,60
31297,49579,C2B,Airlines,Online,Bronze Plan,0,10,SINGAPORE,20.0,5.0,F,27
13561,52379,C2B,Airlines,Online,Bronze Plan,0,12,SINGAPORE,53.0,13.25,M,45
26768,21733,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,11,UNITED STATES,59.4,35.64,,42
29780,46318,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,13,MALAYSIA,0.0,23.76,,46
46231,55536,TST,Travel Agency,Offline,Travel Cruise Protect,0,8,MALAYSIA,30.0,10.5,M,22
44529,11964,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,37,CHINA,38.0,0.0,,36
9747,30637,RAB,Airlines,Online,Value Plan,0,6,BRUNEI DARUSSALAM,15.0,6.0,,35
45711,54359,C2B,Airlines,Online,Annual Silver Plan,0,379,SINGAPORE,216.0,54.0,M,43
13421,60094,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,4,AUSTRALIA,19.8,11.88,,31
12278,23075,JZI,Airlines,Online,Basic Plan,0,3,THAILAND,18.0,6.3,M,47
5222,36407,C2B,Airlines,Online,Bronze Plan,0,167,SINGAPORE,185.0,46.25,F,30
14779,29609,C2B,Airlines,Online,Bronze Plan,0,96,SINGAPORE,18.0,4.5,F,29
12198,59178,C2B,Airlines,Online,Annual Silver Plan,0,425,SINGAPORE,216.0,54.0,F,28
47784,3245,EPX,Travel Agency,Online,Cancellation Plan,0,183,PHILIPPINES,10.0,0.0,,40
30597,12839,EPX,Travel Agency,Online,Cancellation Plan,0,157,SWITZERLAND,12.0,0.0,,36
47276,18874,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,103,VIET NAM,20.0,0.0,,52
4733,29798,JZI,Airlines,Online,Basic Plan,0,28,HONG KONG,35.0,12.25,F,39
11189,20386,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,12,CANADA,112.0,0.0,,52
20149,22299,RAB,Airlines,Online,Value Plan,0,13,BRUNEI DARUSSALAM,15.0,6.0,M,47
48097,7094,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,14.95,3.74,F,66
47988,12354,EPX,Travel Agency,Online,Cancellation Plan,0,4,MALAYSIA,14.0,0.0,,36
11920,21010,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,9,CAMBODIA,36.0,0.0,,36
15279,8009,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,28,MALAYSIA,25.0,0.0,,36
42946,55695,SSI,Airlines,Online,Ticket Protector,0,7,SINGAPORE,0.92,0.26,,48
39184,58895,EPX,Travel Agency,Online,Cancellation Plan,0,7,INDONESIA,10.0,0.0,,35
47692,58399,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,12,MALAYSIA,49.5,29.7,,31
47795,28001,EPX,Travel Agency,Online,Cancellation Plan,0,16,THAILAND,11.0,0.0,,36
3771,23631,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,64,FRANCE,93.0,0.0,,36
17162,26036,JZI,Airlines,Online,Basic Plan,0,16,THAILAND,18.0,6.3,M,35
11100,33070,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,41,DENMARK,89.1,53.46,,31
3052,12443,JZI,Airlines,Online,Basic Plan,0,47,THAILAND,0.0,10.5,F,43
40957,7113,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,37,MALAYSIA,0.0,47.52,,43
40908,43613,EPX,Travel Agency,Online,Cancellation Plan,0,26,VIET NAM,10.0,0.0,,41
37218,5660,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,27,MALAYSIA,20.0,0.0,,28
41988,32563,EPX,Travel Agency,Online,Cancellation Plan,0,4,SINGAPORE,12.0,0.0,,36
21688,11194,JZI,Airlines,Online,Basic Plan,0,1,AUSTRALIA,0.0,7.7,F,53
7221,34000,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,16,AUSTRALIA,69.3,41.58,,62
35958,6043,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,16,VIET NAM,49.0,0.0,,36
14304,58246,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,83,ICELAND,69.3,41.58,,28
45989,37295,C2B,Airlines,Online,Bronze Plan,0,5,SINGAPORE,18.0,4.5,F,36
31322,18170,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,247,PHILIPPINES,20.0,0.0,,36
43072,51191,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,23,UNITED STATES,112.0,0.0,,28
36283,48672,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,0,46,THAILAND,39.6,23.76,,46
20559,12127,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,212,CHINA,112.0,0.0,,36
3149,44554,EPX,Travel Agency,Online,1 way Comprehensive Plan,0,3,MALAYSIA,20.0,0.0,,41
27385,38873,EPX,Travel Agency,Online,2 way Comprehensive Plan,0,22,MACAO,27.0,0.0,,36
48045,2828,EPX,Travel Agency,Online,Cancellation Plan,0,27,THAILAND,10.0,0.0,,35
45656,30135,JZI,Airlines,Online,Value Plan,0,53,UNITED STATES,164.0,57.4,F,26
6927,45654,EPX,Travel Agency,Online,Cancellation Plan,0,32,UNITED KINGDOM,64.0,0.0,,36
44373,30579,EPX,Travel Agency,Online,Cancellation Plan,0,38,GERMANY,10.0,0.0,,36
27766,9941,C2B,Airlines,Online,Bronze Plan,0,19,SINGAPORE,44.25,11.06,F,27
